StateDesc,ACCESS2_AdjPrev,ARTHRITIS_AdjPrev,BINGE_AdjPrev,BPHIGH_AdjPrev,BPMED_AdjPrev,CANCER_AdjPrev,CASTHMA_AdjPrev,CERVICAL_AdjPrev,CHD_AdjPrev,CHECKUP_AdjPrev,CHOLSCREEN_AdjPrev,COLON_SCREEN_AdjPrev,COPD_AdjPrev,COREM_AdjPrev,COREW_AdjPrev,CSMOKING_AdjPrev,DENTAL_AdjPrev,DEPRESSION_AdjPrev,DIABETES_AdjPrev,GHLTH_AdjPrev,HIGHCHOL_AdjPrev,KIDNEY_AdjPrev,LPA_AdjPrev,MAMMOUSE_AdjPrev,MHLTH_AdjPrev,OBESITY_AdjPrev,PHLTH_AdjPrev,SLEEP_AdjPrev,STROKE_AdjPrev,TEETHLOST_AdjPrev,HEARING_AdjPrev,VISION_AdjPrev,COGNITION_AdjPrev,MOBILITY_AdjPrev,SELFCARE_AdjPrev,INDEPLIVE_AdjPrev,DISABILITY_AdjPrev,workout,all,mcdonalds,burgerking,tacobell,dominos,kfc,mc_tb_do_kc,gdp_22
Rhode Island,7.491044349722986,24.310421135257982,18.08217449639927,29.29165305172461,62.1193289582972,6.111028285612582,11.814875913874461,86.15826644517666,5.11906901178339,79.33280528655271,88.71313460081599,77.73016383567146,5.390171502633235,49.47884539206469,46.096178475917526,14.035035733518313,70.93748103796058,25.050212940736213,8.914574346710966,13.625644344246583,29.4637491443123,2.6558938855979775,23.176764907220633,79.89470806217541,15.483628207117494,30.35519600952894,10.258307335639506,35.27985597064649,2.6315536550414835,9.142254816951288,5.906712333768403,4.45924936793202,12.495253876835736,10.968451912633146,3.179601226713886,6.734472029280492,25.76414718741158,25.4,81.3,2.9,2.3,1.5,2.5,1.3,10.5,71402200000.0
South Carolina,13.3453852222386,25.042342726084417,17.484829729294958,33.96210990607249,64.25921201455294,6.111680667654971,9.583443096843299,82.88399820448282,5.4335230763451206,77.01503579956865,84.01432082925152,73.18532650189135,6.377015395789204,47.559307030547885,39.18103118940491,17.408905167987776,64.93114129968856,21.067797052616168,11.261652492291509,16.674770228706887,32.04835543534068,2.9574431989488903,24.77253922155083,76.23761845452592,17.3748568258069,36.53794544286374,11.608950479751787,35.56418638701294,3.0410147176539604,12.937408560108887,6.216509761198141,5.386956916257041,13.895667313014323,13.294046473455918,3.95346926862536,8.342599743194807,29.22869808629079,14.8,73.5,4.4,2.9,2.2,2.2,1.9,13.6,295880500000.0
South Dakota,9.060195604974894,22.17677735387145,20.281086493272102,28.550808375475782,58.75868484301567,6.447263942745841,9.056637211629527,84.13025220689407,5.495330565036365,73.2145946507389,80.93673652186341,71.4883690203892,5.661032795160915,49.46368799253052,44.468085809760375,17.16252914976501,67.31138303908078,17.76660509104555,8.998778501992458,12.613000906881577,29.408156685012777,2.764598224656457,23.181816577616548,73.9248631859688,13.36203103500652,36.349904397705544,9.342160276799914,28.628942366112113,2.767950224263326,11.825916486481658,6.927429817194118,4.31053914779936,11.64320341398474,11.052046179482138,3.3017073274244564,6.264893966333697,25.916046889798256,17.2,63.9,3.4,3.1,1.8,1.9,0.8,11.0,67570700000.0
Tennessee,12.05764292958299,26.257743657617585,15.479087033552213,34.71386024064051,63.142716930137524,6.222008115015187,10.57508371781355,83.24722486092907,5.962182816365022,75.75717743875532,85.23642921267836,71.65876064375335,7.716734960828464,40.46546863481542,38.90555403429685,19.89258820297803,57.47434848631253,26.598212901732964,11.43854924677623,18.37148166551927,32.654140644779844,2.931031531917712,27.951753579601387,73.53260429996598,18.402300143163984,35.758759410816985,12.584907783527338,35.03247025397629,3.075313889831113,14.668883653528823,6.710277614262379,5.076455961663135,15.898235696719443,14.82187088632929,3.859106253023203,8.629655517576653,32.095788877136165,17.1,77.8,4.8,2.7,3.5,2.3,1.9,15.2,475755100000.0
Texas,22.88804762919297,21.108599129888535,17.497856244023243,32.19482210425711,59.27011548824213,5.655918771986168,9.407288320577448,78.81923914369783,5.409186285626891,70.57616382056574,83.28240618267286,64.12375722370888,6.0543286915941765,42.017508515070524,36.12613859191875,14.960456487636575,54.23324111897948,21.247479602455183,11.76458366670402,19.15347106660772,33.226544813944194,3.0824835703918536,26.35840191837284,70.7971717431974,16.21493101737097,36.13485084517068,11.470140020938134,34.644859020139606,2.9675409131981128,12.118734452226112,6.476072452867607,6.000827267299132,14.082788637379084,13.492360276661348,4.214883370973953,8.144429579427838,29.825549698842867,23.5,75.8,4.1,2.0,2.3,2.3,1.0,11.7,2355959700000.0
Utah,10.176143500176005,21.88982919284896,12.513699203858627,27.392924542574463,50.95365630359724,6.294625454055228,9.916226304870468,78.90642949692554,4.698810236745332,69.74704777597196,80.74265870774946,72.38380892607046,4.894111699458503,48.016532658273356,35.50479838824437,8.926973000097364,71.92360380170612,24.449010792471483,8.835118297770356,12.897747167069854,30.00577445906575,2.693225952860641,18.429403635437655,67.92980747309372,16.38660780862649,32.03928231937028,10.613052853900943,31.07889453935395,2.497133531557307,8.649374396153355,6.253358997595848,3.729071038578779,12.881003452692127,10.200682899063054,2.85537782637677,6.538805053962357,25.715565784644884,28.2,76.2,3.5,2.2,1.9,2.2,1.2,11.0,248176300000.0
Vermont,6.9785240949858265,24.02377449385814,19.11765354647831,25.559747664854317,54.318588069457995,6.3561632355902535,10.848797341883918,83.67594993571572,4.856767972489427,67.52494524218906,80.53252877302228,74.27852192635964,5.502919435537588,47.65407066623294,38.44955527673219,15.04051752714655,68.74184286754341,26.68757779946404,7.103653050792325,11.308112675619993,26.298168750096814,2.4935859782827574,16.3149670833527,69.70242591818082,15.867491519122636,29.058748547794966,9.051345012934306,28.95260916709265,2.4530153197949103,11.35950044147033,5.968781077187602,3.5787978065895256,12.109938039252132,9.041207924779654,2.7852118283067675,5.989825890298497,23.13146893443004,29.5,68.3,4.2,1.1,0.8,2.4,1.1,9.6,40617100000.0
Virginia,7.5856540072670695,24.25161523460145,16.80122945650647,31.720780664903703,61.49361968852179,6.063425471120216,10.207853754694655,84.3393418213771,4.811347106097307,74.88761388495666,86.18839582035932,73.13373387606086,5.703925598748662,48.54888407842658,42.61342290235186,14.066013088684763,68.3070250376232,20.473360356313623,9.920793531887556,14.598196574188693,33.425054482188365,2.731646369925323,21.06697852903067,75.83564136013275,15.267621808797083,34.45716023352186,9.860445537829511,34.71565543976042,2.7540192315124465,9.03802112730978,5.125453960381261,4.160055142894104,11.78780094220572,10.816044272606955,3.1538634623248467,6.668896276604977,24.351421605008124,24.2,80.1,4.7,2.3,2.4,2.6,1.4,13.4,649392600000.0
West Virginia,9.6302770282435,30.15091541645097,14.029598381118134,37.19898657232163,63.19907726425566,6.325967955516644,11.771895764288466,82.87795114750254,7.0728524323890785,77.46150505984713,84.5306972285958,68.97297974883325,9.576005954147012,49.22572925120544,39.423504186018874,21.780309249960318,56.28898381847256,28.083031802750373,11.855138957205407,20.634924022369557,34.28588778541739,2.974821182091119,29.2541453280754,73.46725000406627,20.339312569722573,40.53397974939413,14.177924057704073,40.28976768394563,3.1188221938922878,16.91332246002292,7.816582546205493,5.329885712458895,18.43952468901416,16.831845880920422,4.1177984462906885,10.434347284486073,36.49926840718154,16.8,73.8,5.8,3.5,3.5,2.3,2.1,17.2,95588400000.0
Wisconsin,7.354211514155241,24.114809542482686,23.947395719200504,28.315701025185607,58.078550615104575,6.373791840035495,10.447596841741763,83.43576385520262,4.986198241220861,71.85186944911624,79.24211690548768,61.20705601240725,5.207058420857313,39.68650738783577,36.25851643207458,15.026514474106449,69.39621038862886,22.404467081236678,8.061937838921502,12.869762808374894,30.506815184361766,2.6629678583858505,19.735198921014373,74.24488786120814,14.505903365520629,34.83437921690773,9.591515759743876,30.911706814285434,2.6099721366072877,9.713815972026701,5.727126678367437,3.7256690233294,11.381466128711642,9.726119386530454,3.0671818827566506,6.254245198534305,22.25071826086839,23.6,65.0,5.1,2.1,2.3,1.8,1.1,12.4,401791500000.0
Wyoming,13.300681060740875,21.7316667328953,17.79203355891383,27.27878725576751,56.06412509955892,6.327014718306573,9.687844223336784,81.12512910264806,5.144014975734404,65.64150116706375,78.10745936009316,60.92969956962906,6.174999611266701,40.983054165234115,32.01987619276334,16.619165415521344,66.3575644908544,20.80574910634534,8.27909997011073,13.674555245912684,28.123578315938236,2.613932892538567,22.548918371190197,64.26428111118982,15.355268200061161,31.802167404108136,10.453461367684689,31.59848566783517,2.602746875880049,12.421706349137791,7.063609207277779,4.1169140450205,12.7390694243119,11.013740080821973,3.0886897614559703,6.58116215707244,27.530969258970668,27.5,62.5,4.8,2.8,2.4,3.8,1.0,14.8,47432500000.0
